instance,time_s,conflicts,timed_out,too_fast,too_few_conflicts,kept,reason
72329bc80f5f55dcc356a22f3f11ebec-GP_200_313_5.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
73ef1e87dbb7965ecb558e62dedb3a0c-SCPC-500-8.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
7703f7d1901ff09a0f177c52a1a7c107-linked_list_swap_contents_safety_unwind43.cnf,181.99,3446,FALSE,FALSE,FALSE,TRUE,kept
78a0e76b68b536e2ea7d801fc6061cd2-grid-color-12-14-14-cb.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
78cdffdf5bbb89beb753f9ffab7fa45f-sudoku-N30-6.cnf,300,11330,TRUE,FALSE,FALSE,TRUE,kept_timeout
7993005e2949524b293b216ed9c65126-cfi-rigid-s2-0064-03-or_2_shuffle_all.cnf,300,87372,TRUE,FALSE,FALSE,TRUE,kept_timeout
7a236bb9e1566b80fa7b593a7e973efa-SCPC-500-16.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
7a67847b81b414d659f005200cf56f6b-size_5_5_5_i198_r12.cnf,300,1496156,TRUE,FALSE,FALSE,TRUE,kept_timeout
7ab6615515ffc5ceb8f6bd440d159c3d-pj2016_k80.cnf,300,475,TRUE,FALSE,TRUE,FALSE,too_few_conflicts
7acf6cf25ddaf2ab98106e0bb3b9ddb1-af-synthesis_stb_50_140_3_sat.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
7adc1ade3384505af00ff8f7be23f5bd-ex175_20.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
7af73f846548141cc97b8a149a20bfbf-vlsat2_57038_10572502.dimacs.cnf,300,87372,TRUE,FALSE,FALSE,TRUE,kept_timeout
7b933d3e6b425772ed19eb0fec52bbf9-j3037_1_rggt_b.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
7c15baa29f2228703e5161bfabd91773-reconf10_140_queen6_1.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
7c6a06895899eab7cb83b658898ac327-reconf10_145_queen6_2.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
7d2199baf2526263b5f753d290d2790b-md4__zeroOut_19__freeIn_23__seed_2.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
7d9025b2f7e76f783a4ae5e8c9bf8e5c-4d_euler_bricks.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
7e5396d6b00b82c2fc0ea1d7c6505afd-manthey_single-ordered-initialized-w50-b7.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
7e9318578a6bdd7dfa9fc261be8a0839-PancakeVsSelectionSort_7_7.cnf,300,664843,TRUE,FALSE,FALSE,TRUE,kept_timeout
7edaa759315f3762eee756c5bb843599-SC22_Timetable_C_436_E_42_Cl_29_S_27.cnf,300,58180,TRUE,FALSE,FALSE,TRUE,kept_timeout
7efdf72de31fa82aeceb7acbc29a59bf-vlsat2_113_1150.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
7f09f477d319cd79821c80504aa06a6e-Break_16_56.xml.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
7f4d55b70c61ffc611a58e01d52c19bb-SCPC-500-11.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
7fe153ced2c966dcdeb42b6714b4d6b7-sudoku-N30-11.cnf,300,11330,TRUE,FALSE,FALSE,TRUE,kept_timeout
7ff8c9781b3ada449ce489cdf444a760-Break_unsat_10_15.xml.cnf,300,664843,TRUE,FALSE,FALSE,TRUE,kept_timeout
80023e9fd0e627f71c2d953432613b5f-hyp_cec_multi_4.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
807133f4461a11e39a390dfcf67a4fc6-summle_X11113_steps8_I1-2-2-4-4-8-25-100.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
810ce4a78bc01ddc5a043d95f9584f2f-005-80-12.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
81b674a2aa6fbda9b06cf8ea334ddc44-beempgsol2b1.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
81e73c41a76d7b432cf86c43ffe23986-PancakeVsInsertSort_8_6.cnf,300,664843,TRUE,FALSE,FALSE,TRUE,kept_timeout
85aa1f0820da17412b8ee803b4a85207-sudoku-N30-4.cnf,300,11330,TRUE,FALSE,FALSE,TRUE,kept_timeout
885c0d25480fe4db3cd5d3b4bc044e76-SCPC-500-17.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
889b6d29998ade866e64c46f807a98bc-6s320rb1_Iter9.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
88bfa72210baef40a2903d95044dc19d-linked_list_swap_contents_safety_unwind40.cnf,73.24,1669,FALSE,FALSE,TRUE,FALSE,too_few_conflicts
8aee61ed27bf700a548ca9c097203749-SAT_MS_sat_snake_p01.pddl_39.cnf,300,11330,TRUE,FALSE,FALSE,TRUE,kept_timeout
8bb5819a23a8f1dff851d608bec008ca-ITC2021_Late_6.xml.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
8bfbffbfea9e5a5993bc024f39adff84-worker_40_80_40_0.85.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
8c0af30cc2a89e3fee97852633bed956-div_miter_lec_1.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
8c8b72ac19c0f93813b614a18abaf512-aws-encryption-sdk-c%3Aaws_cryptosdk_keyring_trace_eq.cnf,300,11330,TRUE,FALSE,FALSE,TRUE,kept_timeout
8e659f42dd85a193fccc9cbbcc4627ed-sum_of_three_cubes_3_unknown_representation.cnf,300,38719,TRUE,FALSE,FALSE,TRUE,kept_timeout
8efdd60faa21ddcace492bff0479408b-Break_triple_20_54.xml.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
8f3d4a4fedf4689ae0e6df362478d551-PancakeVsSelectionSort_7_6.cnf,300,664843,TRUE,FALSE,FALSE,TRUE,kept_timeout
90add18e4ee4facb4f37737a9a2602cc-SC22_Timetable_C_436_E_40_Cl_29_S_27.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
90e839c4b05d4a7ac011435921551060-SC22_Timetable_C_436_E_43_Cl_29_S_27.cnf,300,87372,TRUE,FALSE,FALSE,TRUE,kept_timeout
90ec6ff35305fed1d9a87a3ecd87238b-linked_list_swap_contents_safety_unwind48.cnf,207.74,3673,FALSE,FALSE,FALSE,TRUE,kept
918ca8da0cbca88dcd34b0a6dec2b770-GP_100_950_32.cnf,300,38719,TRUE,FALSE,FALSE,TRUE,kept_timeout
920bbe559da4ea37fd636605316a791c-SCPC-500-19.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
925c82e25f5391fc2f1f7a4a9e093cec-6s186_Iter99.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
928436a6e8edbcde2d82504a85c88853-rphp_p90_r90.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
93695f689b57cdb57c9b6d0d726e0f53-Break_triple_18_48.xml.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
95c00d0ae51d5d0a2a931ce82b77701f-af-synthesis_stb_50_140_0_sat.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
96f6aab24720f070a02e637f7252b482-grid-color-12-14-8-cb.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
98dbd257808e551fd26cad78ba520955-ITC2021_Late_2.xml.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
9954ccd77da65ad003b73bf38de3bd78-4d_perfect_euler_bricks.cnf,300,87372,TRUE,FALSE,FALSE,TRUE,kept_timeout
9cdf94203777c9f036f412bef1cc7c85-tseitin_n196_d3.cnf,300,7575139,TRUE,FALSE,FALSE,TRUE,kept_timeout
9cea216ba8c5051e489af11150504ba6-Break_20_36.xml.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
9e35558ea8ffba630cd8c8f90e14af14-string_compare_safety_cbmc_unwinding_730.cnf,300,3216,TRUE,FALSE,FALSE,TRUE,kept_timeout
9f7ec7ef3a908c2e93b5553670a207b1-rphp_p14_r14.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
9f901378a6feabcc94019a018a70d42b-sin-mitern29.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
a09b0e7764666af044fa7e63dd7e7aef-PancakeVsSelectionSort_8_3.cnf,300,664843,TRUE,FALSE,FALSE,TRUE,kept_timeout
a0e98fd44b74e6f255ca1e5a20bc01fd-cfi-rigid-d3-0180-02-orig.cnf,300,58180,TRUE,FALSE,FALSE,TRUE,kept_timeout
a1158a2d8c8a1c6da02c2c4fcb32337f-6s158_Iter2.cnf,300,664843,TRUE,FALSE,FALSE,TRUE,kept_timeout
a130a3f95891daed1bfd71c77bd2d8a1-SAT_dat.k80.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
a2609893b71f219f4635d33ef1ff6eca-j3045_4_gmto_bm1.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
a2bdae1f9d9695e8cf80cfbbd5f7d61f-PancakeVsSelectionSort_8_4.cnf,300,664843,TRUE,FALSE,FALSE,TRUE,kept_timeout
a33d32bb816c0da62c7d946c18286a0d-SCPC-500-2.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
a42230be4432b010789b6f97b090343c-soelberg_unit_223.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
a4451734e7f5f2ce7b481688a693c4e9-worker_20_20_16_0.9.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
a44fce1796383ea31df08af3b0f65db3-soelberg_unit_159.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
a4bffff28417d6b4d72f7b9122988ba5-reconf10_68_queen15_2.cnf,300,58180,TRUE,FALSE,FALSE,TRUE,kept_timeout
a58badecf3c901594f06d021f54c3a11-aws-c-common%3Aaws_priority_queue_s_sift_either.cnf,300,812,TRUE,FALSE,TRUE,FALSE,too_few_conflicts
a5e0082efb1da4dabaa165c2bda5f85e-linked_list_swap_contents_safety_unwind41.cnf,200.04,4595,FALSE,FALSE,FALSE,TRUE,kept
a65dfd8b3468d202ff3ba8731018622e-j3037_10_gmto_bm1.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
a7aac5c83f236fd8b3de3275e3f5499d-edit_distance041_183.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
a7b23445c21b27eb3c918c1e96ba25df-hyp_cec_multi_1.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
a7cb2567e1f5b7ec2f4ba09931e29b96-s2n%3As2n_stuffer_write_base64.cnf,300,17096,TRUE,FALSE,FALSE,TRUE,kept_timeout
aa4638ca3654f1a300c809125a3133ee-6s22_Iter57.cnf,300,38719,TRUE,FALSE,FALSE,TRUE,kept_timeout
aad5bbe8920c5afc84068bb1da27ee8f-LABS_n041_goal003.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
ab660e179140ea816eca23098fd50078-sum_of_three_cubes_33_unknown_representation.cnf,300,38719,TRUE,FALSE,FALSE,TRUE,kept_timeout
ac6256657058fe65dc7ddaf773ab83bf-SC21_Timetable_C_527_E_71_Cl_35_S_35.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
ae5f6e83a289d226a353efd95b663717-6s22_Iter99.cnf,300,38719,TRUE,FALSE,FALSE,TRUE,kept_timeout
af63ce577d1fea121ba80b4b1d148f0c-sudoku-N30-22.cnf,300,4924,TRUE,FALSE,FALSE,TRUE,kept_timeout
af834fd3ce15078d2ab055c996758c00-sum_of_three_cubes_33_known_representation.cnf,300,38719,TRUE,FALSE,FALSE,TRUE,kept_timeout
b043968ec004b4ac19eb31926c24d22c-mdp-36-11-unsat.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
b1c44904cf06682f973b60c8282f45e8-mp1-squ_ali_s10x10_c39_bail_SAT.cnf,59.47,669441,FALSE,FALSE,FALSE,TRUE,kept
b24684abee2e253a4aee233eed155a5b-GP_100_948_34.cnf,300,25745,TRUE,FALSE,FALSE,TRUE,kept_timeout
b29cb3449d70126d186e1f6a4fccc419-pj2015_k9.cnf,300,2077,TRUE,FALSE,FALSE,TRUE,kept_timeout
b2bcdd97e7d0ca8858b412eb34b26ba9-hyp_cec_multi_5.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
b344f80cef9889d952c76736d0ad92d9-9dlx_vliw_at_b_iq6.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
b3828c92f2c77f8d7581570685679d76-sin_depth_miter_8.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
b3cf73d0383f781adf09a2192fa03a15-string_compare_safety_cbmc_unwinding_670.cnf,300,3216,TRUE,FALSE,FALSE,TRUE,kept_timeout
b51583e32432c5778c7e3e996c3bfeba-sqrt_ineq_3.c.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
b88d206fb35ef87bd7ec5d4a1430ae0c-20-100-p100-55_sat.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
b8d10f8c82a85c03c000fbd005e5a838-worker_50_150_40_0.85.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
b8e3b884886922343f5cb72d92c24b97-frb75-13-2.used-as.sat04-878.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
b8f9b018d16835c564dcd8395118c79f-aws-encryption-sdk-c%3Aaws_cryptosdk_priv_hdr_parse_alg_id.cnf,300,11330,TRUE,FALSE,FALSE,TRUE,kept_timeout
b913c17d26ac9f3ad15fa83dc98960c7-sudoku-N30-27.cnf,300,11330,TRUE,FALSE,FALSE,TRUE,kept_timeout
b96071f89fa1b1670b8375010b1dd42b-SCPC-500-9.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
b962abe508e5a677dbce14056111b48b-j3037_1_rggt_bm1.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
ba8621490e4e7212fffdb55fb6bd282d-combined-crypto1-wff-seed-108-wffvars-500-cryptocplx-31-overlap-2.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
bb0613595001749a0ada02f2da85bc89-PancakeVsInsertSort_7_7.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
bb80971144a5423532aea9424dade891-div-mitern174.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
bc16508e3f279bec0a072b939bbe6440-af-synthesis_stb_50_40_2_sat.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
bcb2104a3558d87ac3b2107c10d54648-mp1-blockpuzzle_5x12_s6_free3.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
bd5bc8b7711b75f3cd3ad935bf000659-af-synthesis_stb_50_20_8_unsat.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
be2b20414899ed839ac14bf8b9365692-pj2016_k140.cnf,300,475,TRUE,FALSE,TRUE,FALSE,too_few_conflicts
c0d927c372e355081aa1f537cc910843-GP_100_948_32.cnf,300,25745,TRUE,FALSE,FALSE,TRUE,kept_timeout
c0df94532b1ca8a705d3af05378f377d-SCPC-500-20.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
c1b30b4e03c3024ad9d084e29e79aa46-BubbleVsPancakeSort_6_6.cnf,300,1496156,TRUE,FALSE,FALSE,TRUE,kept_timeout
c1cb62f85f0c6a29c5d3c47d25fbc24a-Carry_Bits_Fast_23.cnf.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
c221c5dc006de79e561124dab52aae82-mdp-28-12-unsat.cnf,300,1496156,TRUE,FALSE,FALSE,TRUE,kept_timeout
c23aed727ae2d9cbb888d771991995aa-tseitin_grid_n16_m16.cnf,300,7575139,TRUE,FALSE,FALSE,TRUE,kept_timeout
c2596b3f0d779d532a667962b1e54b42-pj2008_k300.cnf,300,2077,TRUE,FALSE,FALSE,TRUE,kept_timeout
c2828483a78420f9a90e3ed9728c06cc-GP_100_951_37.cnf,300,38719,TRUE,FALSE,FALSE,TRUE,kept_timeout
c2894b8d82492f03bb73bbc65896c016-aws-c-common%3Aaws_priority_queue_s_remove_node.cnf,300,7486,TRUE,FALSE,FALSE,TRUE,kept_timeout
c2f827691e524e272d21de55b3749877-GP_100_951_35.cnf,300,38719,TRUE,FALSE,FALSE,TRUE,kept_timeout
c33dc89922f1ddea4e7eeddafe4143b3-reconf20_20_grid10_1_6141.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
c3b4a96d92da617218449abad4334d6d-div-mitern164.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
c3de1f05d136b8ec420732ca829f3217-corePKCS11%3AC_CreateObject.cnf,300,4924,TRUE,FALSE,FALSE,TRUE,kept_timeout
c5be40965caf3abdba3994ff3d1f32b6-grid-color-12-14-4-cb.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
c846dfb21b50596aef8fbe5591d75eb0-UNSAT_MS_opt_snake_p20.pddl_29.cnf,300,7486,TRUE,FALSE,FALSE,TRUE,kept_timeout
c98459d6a1763d809729e276b9c4cbbd-linked_list_swap_contents_safety_unwind74.cnf,300,2077,TRUE,FALSE,FALSE,TRUE,kept_timeout
c9886f58320a360adbc8db9470563bea-ctl_4291_567_12_unsat.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
ca6db14aaa04027d2b8af47ec910bd68-cfi-rigid-s2-0064-04-or_2.cnf,300,87372,TRUE,FALSE,FALSE,TRUE,kept_timeout
cac1c09f968ef8654c499156d1292385-SCPC-500-18.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
cb3c725fd30d50c6785b907054194260-worker_40_40_30_0.9.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
cb8f9ffb66d9b5ef663e6759be0b5e4e-q_query_3_L200_coli.sat.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
cbd7e28e510e658abbbe312bdffc6407-worker_50_50_50_0.85.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
ccb55d1b802617fcb969e12859d66124-g2-mizh-md5-48-2.cnf,251.84,425004,FALSE,FALSE,FALSE,TRUE,kept
cd1585619fea2f2634525a3663873764-linked_list_swap_contents_safety_unwind55.cnf,176.91,3043,FALSE,FALSE,FALSE,TRUE,kept
cd361d33986dccd7f2d86016d6c35241-ecarev-110-4099-22-30-7.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
cd36b290c27ed9bafedfb2ca88469f01-mdp-28-12-sat.cnf,300,1496156,TRUE,FALSE,FALSE,TRUE,kept_timeout
cd72a64e1b857fd30b9ec831cf462bf1-mp1-21.7.cnf,224.77,969195,FALSE,FALSE,FALSE,TRUE,kept
cd7c8f8aa9901293a9bc31839eafcc40-reconf10_42_queen20_4_0961.cnf,300,58180,TRUE,FALSE,FALSE,TRUE,kept_timeout
cda0871abcaa41bb403207731bd24fe5-af-synthesis_stb_50_100_4_unsat.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
cdcdc78497a72d622493b1bac4f0f28b-reconf20_26_3-FullIns_4_1.cnf,300,58180,TRUE,FALSE,FALSE,TRUE,kept_timeout
ce32731c73701c2ac2bed5341b6ae3ca-mp1-9_27.cnf,183.68,687833,FALSE,FALSE,FALSE,TRUE,kept
ce4345ce697134021029c2686d5eb04c-Carry_Save_Fast_3.cnf.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
cf194dbcba619ea53edb4170c056ac5b-grid-color-14-14-14-cb.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
cfa14a7015b0f7fecd98e898f3c95896-velev-vliw-sat-4.0-b8.cnf,149.09,32826,FALSE,FALSE,FALSE,TRUE,kept
d065d395159d19735706e0b5cb823f17-af-synthesis_stb_50_20_8_sat.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
d0ee45ac97c6b5cc63a528f46a5797aa-linked_list_swap_contents_safety_unwind44.cnf,208.19,4023,FALSE,FALSE,FALSE,TRUE,kept
d1a4dc04e54d4fa58dfbbf61bd2415b4-SC22_Timetable_C_451_E_50_Cl_30_S_28.cnf,300,87372,TRUE,FALSE,FALSE,TRUE,kept_timeout
d1dbf88a58406c931fd696267ed8159e-s2n%3As2n_stuffer_private_key_from_pem.cnf,300,58180,TRUE,FALSE,FALSE,TRUE,kept_timeout
d1f5c3af78f13f39595288976115d7d3-3d_perfect_euler_bricks.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
d21199e73859ca35386912c5c475d6c7-tseitin_n192_d3.cnf,300,7575139,TRUE,FALSE,FALSE,TRUE,kept_timeout
d32a1553afeebf44835370c9567b3598-cfi-rigid-t2-0048-01-or_3_shuffle_all.cnf,300,58180,TRUE,FALSE,FALSE,TRUE,kept_timeout
d3c07914f3ebb42906b986aa431243af-summle_X8646_steps8_I1-2-2-4-4-8-25-100.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
d3c22bb79a638adc35682226f35e3bc4-pj2003_k9.cnf,300,1318,TRUE,FALSE,TRUE,FALSE,too_few_conflicts
d40af7b45bba9c64033c0dd47b07f4a4-mdp-36-16-sat.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
d518d21a9d851741940749cb59f558af-rphp_p6_r28.cnf,300,1496156,TRUE,FALSE,FALSE,TRUE,kept_timeout
d60f78323b957025e55ca528d641b83b-SC22_Timetable_C_451_E_48_Cl_30_S_27.cnf,300,87372,TRUE,FALSE,FALSE,TRUE,kept_timeout
d6947217ad779e1175c716cca42525c6-summle_X111113_steps7_I1-2-2-4-4-8-25-100.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
d6c845a5f92ebc059b3f0ab2f6d395ed-cfi-rigid-z2-0088-02-or_2_shuffle_all.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
d702aa8568706efda8308ef8d24f907b-div-mitern167.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
d7039acbd2f060fe1e32a273b07c2c77-sudoku-N30-29.cnf,300,11330,TRUE,FALSE,FALSE,TRUE,kept_timeout
d78819115db81dee343d7777fbc5844f-cfi-rigid-s2-0064-02-or_2.cnf,300,87372,TRUE,FALSE,FALSE,TRUE,kept_timeout
d79e09d2a1639a01528c0703df4d4946-pj2008_k400.cnf,300,2077,TRUE,FALSE,FALSE,TRUE,kept_timeout
d7f273dc6e97efe55c8b7f9cc547eb2d-sin_depth_miter_1.cnf,300,3216,TRUE,FALSE,FALSE,TRUE,kept_timeout
d8602e623f87dd33f4a1a69ee42d15be-reconf20_50_grid10_3_6844.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
d87714e099c66f0034fb95727fa47ccc-Wallace_Bits_Fast_2.cnf.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
d892eb7b3b3a44192ee639e222eee058-reconf10_99_Ins_3_1.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
d8bb23406e76bf5a4b7a6edba8784a74-Lab-Project-FreeRTOS-Cellular-Library%3ACellular_ATRemoveTrailingWhiteSpaces.cnf,300,7486,TRUE,FALSE,FALSE,TRUE,kept_timeout
d90c519010bfda89d1626c0321a55a64-j3045_10_gmto_bm1.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
d9e9100c382d44fb67af82f8d69814f1-cfi-rigid-t2-0048-03-or_3_shuffle_all.cnf,300,87372,TRUE,FALSE,FALSE,TRUE,kept_timeout
dcac26e190c906c61ac7222d6d4628c7-grid-color-14-14-12-cb.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
dd0196aee30d0a83b6fe8bc7eba01806-aws-encryption-sdk-c%3Aaws_cryptosdk_priv_hdr_parse_iv.cnf,300,2077,TRUE,FALSE,FALSE,TRUE,kept_timeout
ddc7ca4c5dcb102a3ecc63721498f746-SC22_Timetable_C_436_E_39_Cl_29_S_27.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
ddcb0cd9b7bca43c3a5189326ae88aab-linked_list_swap_contents_safety_unwind71.cnf,300,2077,TRUE,FALSE,FALSE,TRUE,kept_timeout
e011c703e4a2ff46069ec2af2997b580-sin_depth_miter_6.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
e01c39b7b41c9ff1621579b747254fab-ncc_none_3001_7_3_3_1_31_435991723.cnf,300,38719,TRUE,FALSE,FALSE,TRUE,kept_timeout
e02e21075d3bb8b0e64ea9b8122c75ff-PancakeVsInsertSort_6_7.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
e0b938c32e36e2939d712dd4024f9ec6-j3037_9_mdd_b.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
e28cf003c086c99f3a3d9a90aebf8ed1-intel046_Iter124.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
e4128445a07bb86afca1f3590d9adfa9-worker_80_80_80_0.8.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
e436f6303d3f499969eafe05b0914a4b-bmc_QICE_snp_vld_50.cnf,300,7486,TRUE,FALSE,FALSE,TRUE,kept_timeout
e47567e16e4aeb4d8f3806dfbfdfd646-sudoku-N30-8.cnf,300,11330,TRUE,FALSE,FALSE,TRUE,kept_timeout
e4f345877ba5fa2b8fb26be06a123748-rphp_p105_r105.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
e55a49d8065d65650f24c0f3ecef30b6-af-synthesis_stb_50_120_4_unsat.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
e5f5dbace0183455d167a88100312c34-Nb52T6.cnf,300,25745,TRUE,FALSE,FALSE,TRUE,kept_timeout
e6f793931983295561620a027d9b3e95-mdp-36-14-unsat.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
e7c0d40392681b1a55d5d3c826a26766-reconf20_116_le450_25c_1.cnf,249.61,57575,FALSE,FALSE,FALSE,TRUE,kept
e7cd2c407974b35fa97f8e64a691bfa0-j3037_10_gmto_b.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
e85b6cb3e2751d5c80559433ba1adf06-vlsat2_24450_2770239.dimacs.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
e8d9e3a985463b8e4f45b6e09b77bf6c-cfi-rigid-t2-0048-02-or_3_shuffle_all.cnf,300,87372,TRUE,FALSE,FALSE,TRUE,kept_timeout
e97ebde59cb17ef6f7c4430224b21ed1-grid-color-14-14-8-cb.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
e992a45933d191dc4fbe8cc4836109f8-sum_of_three_cubes_165_known_representation.cnf,300,38719,TRUE,FALSE,FALSE,TRUE,kept_timeout
e99ce61fe251b404ec85f6246fd4bb19-Wallace_Bits_Fast_7.cnf.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
e9b4369f9a98e397ac69eb7740ffef49-Carry_Save_Fast_2.cnf.cnf,300,58180,TRUE,FALSE,FALSE,TRUE,kept_timeout
